Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
07/11/2004,05.00.00,"0,7",774.0,-200.0,"2,1",591.0,64.0,1151.0,42.0,1044.0,533.0,"16,1","49,8","0,9021"
07/11/2004,06.00.00,"0,4",757.0,-200.0,"1,5",542.0,44.0,1339.0,31.0,1004.0,449.0,"15,5","51,5","0,9026"
07/11/2004,07.00.00,"0,4",752.0,-200.0,"1,2",516.0,53.0,1370.0,35.0,997.0,440.0,"15,1","52,0","0,8878"
07/11/2004,08.00.00,"0,5",757.0,-200.0,"1,6",551.0,94.0,1295.0,51.0,967.0,453.0,"14,9","46,8","0,7885"
07/11/2004,09.00.00,"0,7",777.0,-200.0,"1,9",580.0,100.0,1263.0,58.0,963.0,465.0,"15,5","42,4","0,7400"
07/11/2004,10.00.00,"0,7",774.0,-200.0,"2,0",583.0,98.0,1246.0,57.0,966.0,457.0,"16,6","38,2","0,7186"
07/11/2004,11.00.00,"0,7",805.0,-200.0,"2,7",632.0,115.0,1176.0,63.0,1033.0,475.0,"18,0","34,7","0,7089"
07/11/2004,12.00.00,1,838.0,-200.0,"3,6",686.0,115.0,1083.0,61.0,1046.0,532.0,"18,0","35,1","0,7176"
07/11/2004,13.00.00,1,824.0,-200.0,"3,7",695.0,76.0,1091.0,34.0,1035.0,526.0,"17,6","33,8","0,6726"
07/11/2004,14.00.00,"0,9",812.0,-200.0,"3,9",704.0,55.0,1055.0,26.0,1044.0,520.0,"17,5","33,7","0,6691"
07/11/2004,15.00.00,"0,9",806.0,-200.0,"3,8",702.0,59.0,1052.0,28.0,1035.0,500.0,"17,2","33,9","0,6591"
07/11/2004,16.00.00,"0,9",789.0,-200.0,"3,4",675.0,95.0,1121.0,50.0,974.0,482.0,"16,8","32,1","0,6073"
07/11/2004,17.00.00,"1,1",821.0,-200.0,"4,0",713.0,107.0,1067.0,55.0,1030.0,539.0,"16,0","34,1","0,6155"
07/11/2004,18.00.00,"3,2",1024.0,-200.0,"14,3",1127.0,189.0,704.0,84.0,1346.0,943.0,"14,8","37,5","0,6259"
07/11/2004,19.00.00,"3,1",1009.0,-200.0,"10,5",995.0,386.0,784.0,140.0,1201.0,1016.0,"14,4","39,2","0,6407"
07/11/2004,20.00.00,"3,1",1064.0,-200.0,"12,2",1055.0,412.0,738.0,138.0,1242.0,1063.0,"14,1","43,0","0,6883"
07/11/2004,21.00.00,"2,3",1001.0,-200.0,"11,4",1029.0,342.0,733.0,127.0,1255.0,1034.0,"13,4","48,4","0,7397"
07/11/2004,22.00.00,"1,8",927.0,-200.0,"7,3",868.0,255.0,847.0,117.0,1155.0,864.0,"12,7","51,2","0,7505"
07/11/2004,23.00.00,"0,8",819.0,-200.0,"2,4",613.0,89.0,1118.0,57.0,1060.0,500.0,"9,9","71,4","0,8736"
08/11/2004,00.00.00,"0,9",847.0,-200.0,"2,7",630.0,106.0,1057.0,59.0,1091.0,537.0,"10,2","71,6","0,8893"
08/11/2004,01.00.00,"0,8",798.0,-200.0,"2,5",621.0,109.0,1115.0,62.0,1041.0,524.0,"10,6","61,3","0,7856"
08/11/2004,02.00.00,"0,7",757.0,-200.0,"1,7",561.0,67.0,1192.0,42.0,998.0,457.0,"11,1","55,6","0,7344"
08/11/2004,03.00.00,"0,4",703.0,-200.0,"0,5",446.0,-200.0,1523.0,-200.0,918.0,360.0,"11,5","50,4","0,6815"
08/11/2004,04.00.00,"0,2",689.0,-200.0,"0,3",407.0,13.0,1757.0,13.0,895.0,333.0,"11,3","49,5","0,6615"
08/11/2004,05.00.00,"0,2",698.0,-200.0,"0,4",424.0,20.0,1665.0,18.0,903.0,339.0,"10,8","50,9","0,6570"
08/11/2004,06.00.00,"0,3",720.0,-200.0,"0,6",458.0,33.0,1536.0,26.0,917.0,358.0,"10,9","50,1","0,6519"
08/11/2004,07.00.00,"0,7",797.0,-200.0,"2,1",593.0,146.0,1212.0,72.0,984.0,494.0,"10,8","49,7","0,6429"
08/11/2004,08.00.00,"1,7",950.0,-200.0,"7,4",875.0,359.0,850.0,131.0,1179.0,828.0,"10,7","50,4","0,6467"
08/11/2004,09.00.00,"1,8",887.0,-200.0,"5,9",809.0,322.0,899.0,133.0,1111.0,769.0,"10,9","50,0","0,6531"
08/11/2004,10.00.00,"1,5",850.0,-200.0,"4,8",755.0,293.0,966.0,116.0,1051.0,714.0,"12,1","46,5","0,6530"
08/11/2004,11.00.00,"1,3",836.0,-200.0,"4,5",740.0,255.0,987.0,117.0,1046.0,672.0,"12,4","44,1","0,6324"
08/11/2004,12.00.00,"1,2",827.0,-200.0,"5,1",768.0,233.0,972.0,103.0,1040.0,671.0,"13,0","40,1","0,5989"
08/11/2004,13.00.00,"1,3",819.0,-200.0,"6,0",810.0,220.0,947.0,100.0,1027.0,631.0,"13,4","36,3","0,5556"
08/11/2004,14.00.00,"1,8",919.0,-200.0,"10,0",978.0,246.0,820.0,105.0,1180.0,805.0,"13,1","38,5","0,5776"
08/11/2004,15.00.00,"1,7",897.0,-200.0,"7,8",890.0,272.0,850.0,121.0,1139.0,808.0,"11,5","46,4","0,6302"
08/11/2004,16.00.00,"2,2",973.0,-200.0,"11,2",1023.0,358.0,780.0,132.0,1226.0,964.0,"13,1","40,4","0,6060"
08/11/2004,17.00.00,"3,2",1065.0,-200.0,"17,0",1211.0,514.0,669.0,156.0,1364.0,1188.0,"13,0","39,3","0,5877"
08/11/2004,18.00.00,"5,9",1341.0,-200.0,"31,0",1575.0,742.0,503.0,183.0,1778.0,1571.0,"11,3","50,9","0,6790"
08/11/2004,19.00.00,"6,6",1303.0,-200.0,"28,9",1524.0,-200.0,515.0,-200.0,1744.0,1580.0,"10,6","53,4","0,6818"
08/11/2004,20.00.00,-200,1189.0,-200.0,"23,1",1381.0,-200.0,566.0,-200.0,1574.0,1426.0,"9,5","57,9","0,6877"
08/11/2004,21.00.00,-200,1054.0,-200.0,"13,7",1106.0,-200.0,679.0,-200.0,1297.0,1239.0,"8,6","60,5","0,6788"
08/11/2004,22.00.00,-200,943.0,-200.0,"8,0",900.0,-200.0,816.0,-200.0,1129.0,1064.0,"8,5","59,7","0,6649"
08/11/2004,23.00.00,-200,903.0,-200.0,"7,4",872.0,-200.0,855.0,-200.0,1108.0,987.0,"7,9","61,4","0,6582"
09/11/2004,00.00.00,-200,858.0,-200.0,"4,9",760.0,-200.0,940.0,-200.0,1049.0,873.0,"7,1","63,6","0,6442"
09/11/2004,01.00.00,-200,821.0,-200.0,"3,7",696.0,-200.0,1032.0,-200.0,1013.0,783.0,"7,2","62,2","0,6362"
09/11/2004,02.00.00,-200,781.0,-200.0,"2,9",645.0,-200.0,1088.0,-200.0,986.0,719.0,"5,6","67,9","0,6247"
09/11/2004,03.00.00,-200,741.0,-200.0,"1,9",580.0,-200.0,1224.0,-200.0,952.0,660.0,"5,1","68,7","0,6077"
09/11/2004,04.00.00,-200,720.0,-200.0,"1,4",540.0,-200.0,1296.0,-200.0,938.0,613.0,"4,4","71,4","0,6024"
09/11/2004,05.00.00,-200,733.0,-200.0,"1,9",574.0,-200.0,1238.0,-200.0,964.0,627.0,"4,1","73,1","0,6074"
09/11/2004,06.00.00,-200,780.0,-200.0,"3,2",666.0,-200.0,1099.0,-200.0,1003.0,697.0,"3,2","76,8","0,5963"
09/11/2004,07.00.00,-200,915.0,-200.0,"7,4",873.0,-200.0,873.0,-200.0,1135.0,915.0,"3,7","76,2","0,6137"
09/11/2004,08.00.00,-200,1228.0,-200.0,"22,4",1362.0,-200.0,575.0,-200.0,1543.0,1399.0,"4,9","70,7","0,6193"
09/11/2004,09.00.00,-200,1239.0,-200.0,"22,8",1373.0,-200.0,550.0,-200.0,1593.0,1495.0,"7,1","62,0","0,6265"
09/11/2004,10.00.00,-200,1209.0,-200.0,"18,5",1255.0,-200.0,588.0,-200.0,1447.0,1499.0,"8,1","59,1","0,6397"
09/11/2004,11.00.00,-200,1257.0,-200.0,"20,4",1308.0,-200.0,548.0,-200.0,1466.0,1720.0,"11,1","48,8","0,6430"
09/11/2004,12.00.00,-200,1007.0,-200.0,"10,6",1000.0,-200.0,727.0,-200.0,1197.0,1210.0,"11,3","46,5","0,6194"
09/11/2004,13.00.00,-200,1020.0,-200.0,"11,8",1041.0,-200.0,733.0,-200.0,1245.0,1123.0,"12,5","42,3","0,6104"
09/11/2004,14.00.00,-200,1094.0,-200.0,"14,8",1144.0,-200.0,669.0,-200.0,1327.0,1209.0,"12,5","42,8","0,6177"
09/11/2004,15.00.00,"2,1",1045.0,-200.0,"13,1",1087.0,-200.0,712.0,-200.0,1270.0,1144.0,"12,6","42,4","0,6159"
09/11/2004,16.00.00,"1,5",909.0,-200.0,"7,5",879.0,-200.0,874.0,-200.0,1083.0,847.0,"13,8","40,7","0,6405"
09/11/2004,17.00.00,"1,6",1013.0,-200.0,"8,1",905.0,-200.0,816.0,-200.0,1201.0,923.0,"11,0","58,8","0,7705"
09/11/2004,18.00.00,"3,5",1236.0,-200.0,"16,9",1206.0,-200.0,615.0,-200.0,1523.0,1166.0,"8,3","76,5","0,8426"
09/11/2004,19.00.00,"4,6",1275.0,-200.0,"19,9",1294.0,-200.0,570.0,-200.0,1605.0,1280.0,"8,6","75,5","0,8469"
09/11/2004,20.00.00,"4,7",1237.0,-200.0,"16,5",1194.0,-200.0,615.0,-200.0,1508.0,1193.0,"8,8","76,6","0,8678"
09/11/2004,21.00.00,3,1101.0,-200.0,"9,6",963.0,-200.0,748.0,-200.0,1320.0,966.0,"8,0","81,0","0,8714"
09/11/2004,22.00.00,"1,5",962.0,-200.0,"5,3",778.0,-200.0,911.0,-200.0,1162.0,752.0,"7,3","85,7","0,8818"
09/11/2004,23.00.00,"0,9",841.0,-200.0,"3,5",680.0,-200.0,1052.0,-200.0,1067.0,594.0,"6,5","85,6","0,8353"
10/11/2004,00.00.00,"0,8",831.0,-200.0,"2,5",620.0,-200.0,1164.0,-200.0,1039.0,545.0,"6,5","83,5","0,8116"
10/11/2004,01.00.00,"0,7",843.0,-200.0,"2,5",622.0,-200.0,1146.0,-200.0,1060.0,555.0,"6,9","82,3","0,8244"
10/11/2004,02.00.00,"0,6",798.0,-200.0,"2,2",600.0,-200.0,1151.0,-200.0,1049.0,543.0,"7,3","78,1","0,8041"
10/11/2004,03.00.00,"0,3",730.0,-200.0,"0,8",477.0,-200.0,1433.0,-200.0,950.0,420.0,"7,9","68,0","0,7265"
10/11/2004,04.00.00,"0,2",715.0,-200.0,"0,5",445.0,32.0,1601.0,29.0,925.0,373.0,"8,0","64,5","0,6950"
10/11/2004,05.00.00,"0,2",726.0,-200.0,"0,5",443.0,29.0,1663.0,26.0,942.0,363.0,"8,1","68,6","0,7409"
10/11/2004,06.00.00,"0,3",771.0,-200.0,"0,9",490.0,48.0,1419.0,39.0,990.0,411.0,"6,3","84,8","0,8148"
10/11/2004,07.00.00,"0,5",805.0,-200.0,"1,6",555.0,113.0,1255.0,72.0,1019.0,496.0,"6,7","79,8","0,7872"
10/11/2004,08.00.00,"1,4",958.0,-200.0,"5,8",803.0,267.0,910.0,128.0,1172.0,738.0,"7,1","77,9","0,7914"
10/11/2004,09.00.00,2,1021.0,-200.0,"9,5",959.0,332.0,760.0,149.0,1297.0,910.0,"7,9","73,5","0,7883"
10/11/2004,10.00.00,"1,6",969.0,-200.0,"6,7",843.0,354.0,857.0,165.0,1213.0,821.0,"6,9","86,0","0,8632"
10/11/2004,11.00.00,"1,3",923.0,-200.0,"4,4",733.0,316.0,962.0,150.0,1124.0,740.0,"6,8","87,1","0,8652"
10/11/2004,12.00.00,"1,4",973.0,-200.0,"6,8",850.0,395.0,868.0,165.0,1213.0,852.0,"8,0","81,6","0,8755"
10/11/2004,13.00.00,"1,9",996.0,-200.0,"7,8",893.0,391.0,808.0,175.0,1237.0,895.0,"9,5","70,0","0,8296"
10/11/2004,14.00.00,"2,7",1055.0,-200.0,"10,8",1007.0,457.0,736.0,145.0,1301.0,1019.0,"10,5","62,2","0,7923"
10/11/2004,15.00.00,"2,1",1023.0,-200.0,"9,8",971.0,448.0,752.0,98.0,1283.0,993.0,"11,4","59,1","0,7963"
10/11/2004,16.00.00,"2,4",1039.0,-200.0,"11,3",1024.0,543.0,721.0,105.0,1325.0,1043.0,"11,1","58,6","0,7737"
10/11/2004,17.00.00,"2,7",1051.0,-200.0,"12,3",1061.0,574.0,696.0,106.0,1333.0,1111.0,"10,8","57,6","0,7473"
10/11/2004,18.00.00,"2,5",1050.0,-200.0,"12,6",1070.0,435.0,699.0,141.0,1334.0,1087.0,"10,6","56,9","0,7281"
10/11/2004,19.00.00,"3,7",1156.0,-200.0,"17,0",1209.0,504.0,614.0,177.0,1467.0,1250.0,"10,6","59,3","0,7588"
10/11/2004,20.00.00,"4,6",1277.0,-200.0,"21,4",1335.0,586.0,551.0,182.0,1636.0,1331.0,"10,0","71,5","0,8768"
10/11/2004,21.00.00,"3,9",1172.0,-200.0,"15,3",1159.0,580.0,621.0,193.0,1461.0,1243.0,"10,3","71,1","0,8878"
10/11/2004,22.00.00,"2,2",1048.0,-200.0,"9,9",973.0,346.0,731.0,148.0,1298.0,1074.0,"10,5","70,3","0,8930"
10/11/2004,23.00.00,"2,7",1144.0,-200.0,"13,4",1096.0,531.0,643.0,167.0,1394.0,1258.0,"10,2","71,3","0,8859"
11/11/2004,00.00.00,"2,6",1104.0,-200.0,"11,2",1023.0,477.0,677.0,158.0,1314.0,1189.0,"9,7","73,1","0,8787"
11/11/2004,01.00.00,"2,1",1038.0,-200.0,"9,4",957.0,344.0,713.0,132.0,1271.0,1092.0,"9,3","73,5","0,8651"
11/11/2004,02.00.00,"1,4",960.0,-200.0,"6,6",838.0,219.0,797.0,97.0,1189.0,996.0,"9,2","73,9","0,8616"
11/11/2004,03.00.00,"1,2",934.0,-200.0,"5,5",787.0,-200.0,822.0,-200.0,1147.0,974.0,"8,1","78,1","0,8452"
11/11/2004,04.00.00,"1,1",930.0,-200.0,"5,4",784.0,174.0,850.0,74.0,1151.0,902.0,"7,6","81,2","0,8483"
11/11/2004,05.00.00,"1,1",918.0,-200.0,"5,3",778.0,165.0,864.0,68.0,1136.0,859.0,"7,5","81,5","0,8495"
11/11/2004,06.00.00,"1,1",952.0,-200.0,"6,1",814.0,250.0,804.0,89.0,1153.0,970.0,"8,3","77,2","0,8464"
11/11/2004,07.00.00,"1,5",1019.0,-200.0,"8,1",905.0,388.0,757.0,117.0,1244.0,1062.0,"8,9","75,6","0,8667"
11/11/2004,08.00.00,"3,1",1287.0,-200.0,"17,3",1218.0,758.0,580.0,190.0,1580.0,1304.0,"9,2","81,7","0,9506"
11/11/2004,09.00.00,"6,8",1578.0,-200.0,"32,3",1605.0,1247.0,429.0,211.0,2032.0,1643.0,"9,9","83,4","1,0194"
11/11/2004,10.00.00,"5,4",1417.0,-200.0,"24,1",1407.0,1110.0,490.0,190.0,1709.0,1488.0,"10,2","82,3","1,0253"
11/11/2004,11.00.00,"4,5",1392.0,-200.0,"21,0",1325.0,1145.0,511.0,194.0,1631.0,1465.0,"11,2","80,7","1,0688"
11/11/2004,12.00.00,3,1147.0,-200.0,"12,7",1073.0,720.0,628.0,210.0,1415.0,1198.0,"11,8","76,1","1,0516"
11/11/2004,13.00.00,"2,8",1150.0,-200.0,"13,6",1105.0,557.0,629.0,199.0,1450.0,1160.0,"12,5","71,3","1,0285"
11/11/2004,14.00.00,"3,9",1252.0,-200.0,"18,0",1240.0,678.0,564.0,178.0,1614.0,1277.0,"13,2","68,4","1,0346"
11/11/2004,15.00.00,"3,4",1186.0,-200.0,"14,3",1125.0,659.0,617.0,184.0,1493.0,1171.0,"12,5","73,2","1,0563"
11/11/2004,16.00.00,"3,2",1172.0,-200.0,"13,7",1107.0,552.0,629.0,186.0,1449.0,1106.0,"12,2","75,7","1,0693"
11/11/2004,17.00.00,"2,8",1109.0,-200.0,"11,2",1021.0,395.0,689.0,168.0,1361.0,1036.0,"11,5","78,1","1,0565"
11/11/2004,18.00.00,"3,9",1201.0,-200.0,"16,5",1196.0,573.0,597.0,187.0,1546.0,1196.0,"11,6","76,0","1,0354"
11/11/2004,19.00.00,"3,5",1189.0,-200.0,"16,1",1183.0,463.0,603.0,166.0,1534.0,1170.0,"12,0","73,3","1,0264"
11/11/2004,20.00.00,"4,7",1282.0,-200.0,"20,6",1312.0,568.0,551.0,177.0,1671.0,1312.0,"12,9","68,8","1,0175"
11/11/2004,21.00.00,"4,6",1207.0,-200.0,"16,8",1203.0,706.0,625.0,207.0,1570.0,1251.0,"13,1","69,6","1,0464"
11/11/2004,22.00.00,"1,2",904.0,-200.0,"4,8",754.0,193.0,930.0,114.0,1172.0,805.0,"12,3","73,4","1,0490"
11/11/2004,23.00.00,"1,1",900.0,-200.0,"4,0",711.0,151.0,975.0,84.0,1153.0,736.0,"12,7","71,0","1,0387"
12/11/2004,00.00.00,"1,2",932.0,-200.0,"4,5",740.0,167.0,926.0,92.0,1180.0,774.0,"12,9","69,9","1,0371"
12/11/2004,01.00.00,"1,6",968.0,-200.0,"5,4",785.0,239.0,872.0,111.0,1209.0,826.0,"12,9","70,5","1,0442"
12/11/2004,02.00.00,"0,7",827.0,-200.0,"2,4",610.0,102.0,1092.0,71.0,1120.0,636.0,"13,1","67,7","1,0198"
12/11/2004,03.00.00,"0,4",789.0,-200.0,"1,2",515.0,-200.0,1276.0,-200.0,1054.0,516.0,"13,1","67,6","1,0127"
12/11/2004,04.00.00,-200,812.0,-200.0,"1,6",549.0,55.0,1213.0,43.0,1079.0,531.0,"13,8","64,0","1,0042"
12/11/2004,05.00.00,"0,6",811.0,-200.0,"1,7",559.0,71.0,1170.0,50.0,1085.0,558.0,"13,7","64,4","1,0036"
12/11/2004,06.00.00,"0,5",827.0,-200.0,"1,7",560.0,79.0,1169.0,53.0,1087.0,565.0,"13,9","63,8","1,0079"
12/11/2004,07.00.00,"0,6",849.0,-200.0,"2,3",604.0,117.0,1086.0,67.0,1108.0,604.0,"14,1","64,5","1,0287"
12/11/2004,08.00.00,"1,4",1001.0,-200.0,"5,7",798.0,266.0,855.0,113.0,1257.0,794.0,"14,0","66,1","1,0488"
12/11/2004,09.00.00,2,1021.0,-200.0,"7,9",896.0,340.0,741.0,140.0,1314.0,907.0,"14,2","66,4","1,0673"
12/11/2004,10.00.00,"1,6",978.0,-200.0,"6,4",831.0,257.0,807.0,116.0,1257.0,838.0,"14,9","62,5","1,0529"
12/11/2004,11.00.00,"1,6",996.0,-200.0,"6,9",855.0,311.0,793.0,122.0,1277.0,884.0,"16,3","58,4","1,0729"
12/11/2004,12.00.00,"1,7",1014.0,-200.0,"6,7",843.0,279.0,791.0,116.0,1297.0,866.0,"16,9","56,5","1,0801"
12/11/2004,13.00.00,2,1061.0,-200.0,"8,7",928.0,267.0,730.0,118.0,1366.0,909.0,"17,4","55,8","1,0980"
12/11/2004,14.00.00,"2,3",1092.0,-200.0,"9,9",975.0,310.0,690.0,125.0,1418.0,990.0,"17,4","57,3","1,1328"
12/11/2004,15.00.00,"2,4",1129.0,-200.0,"11,4",1028.0,352.0,661.0,126.0,1480.0,1050.0,"17,7","55,5","1,1127"
12/11/2004,16.00.00,"2,2",1077.0,-200.0,"9,8",969.0,337.0,690.0,135.0,1405.0,1023.0,"16,8","58,9","1,1199"
12/11/2004,17.00.00,"2,6",1153.0,-200.0,"12,9",1079.0,358.0,635.0,140.0,1496.0,1103.0,"17,0","57,5","1,1071"
12/11/2004,18.00.00,4,1234.0,-200.0,"16,6",1197.0,547.0,575.0,163.0,1597.0,1239.0,"16,2","60,2","1,1003"
12/11/2004,19.00.00,"5,2",1319.0,-200.0,"20,8",1319.0,600.0,539.0,178.0,1735.0,1384.0,"16,7","58,0","1,0916"
12/11/2004,20.00.00,"3,9",1251.0,-200.0,"18,8",1264.0,470.0,561.0,160.0,1677.0,1289.0,"16,5","58,8","1,0921"
12/11/2004,21.00.00,"3,8",1165.0,-200.0,"12,6",1070.0,522.0,650.0,166.0,1467.0,1180.0,"15,8","61,1","1,0856"
12/11/2004,22.00.00,"1,6",954.0,-200.0,"5,9",807.0,208.0,833.0,115.0,1243.0,855.0,"15,7","60,8","1,0769"
12/11/2004,23.00.00,"1,5",971.0,-200.0,"6,1",818.0,205.0,828.0,107.0,1252.0,857.0,"15,9","59,6","1,0673"
13/11/2004,00.00.00,"1,6",961.0,-200.0,"5,0",765.0,217.0,865.0,108.0,1212.0,811.0,"15,6","60,0","1,0594"
13/11/2004,01.00.00,"1,5",952.0,-200.0,"4,9",758.0,216.0,876.0,111.0,1203.0,794.0,"15,6","60,1","1,0557"
13/11/2004,02.00.00,1,875.0,-200.0,"2,7",635.0,117.0,1037.0,75.0,1133.0,612.0,"15,7","59,5","1,0534"
13/11/2004,03.00.00,"0,8",891.0,-200.0,"2,7",633.0,-200.0,1035.0,-200.0,1137.0,590.0,"15,7","60,1","1,0640"
13/11/2004,04.00.00,"1,3",1006.0,-200.0,"5,0",765.0,174.0,848.0,88.0,1239.0,807.0,"15,6","61,7","1,0847"
13/11/2004,05.00.00,1,907.0,-200.0,"3,7",691.0,111.0,927.0,71.0,1173.0,702.0,"15,8","59,9","1,0693"
13/11/2004,06.00.00,1,938.0,-200.0,"3,8",702.0,147.0,904.0,75.0,1185.0,753.0,"15,2","61,8","1,0602"
13/11/2004,07.00.00,"0,9",925.0,-200.0,"3,3",672.0,140.0,991.0,86.0,1154.0,709.0,"16,1","55,4","1,0089"
13/11/2004,08.00.00,"2,1",1157.0,-200.0,"9,7",967.0,421.0,678.0,124.0,1365.0,1087.0,"14,9","64,1","1,0773"
13/11/2004,09.00.00,"2,1",1169.0,-200.0,"10,7",1003.0,350.0,665.0,128.0,1409.0,1126.0,"15,6","62,0","1,0904"
13/11/2004,10.00.00,"3,1",1312.0,-200.0,"14,7",1139.0,550.0,565.0,164.0,1568.0,1386.0,"17,9","54,6","1,1100"
13/11/2004,11.00.00,"3,8",1347.0,-200.0,"17,6",1227.0,589.0,539.0,199.0,1627.0,1476.0,"21,1","44,5","1,0964"
13/11/2004,12.00.00,"3,7",1321.0,-200.0,"17,5",1224.0,537.0,543.0,192.0,1617.0,1424.0,"20,3","46,7","1,0971"
13/11/2004,13.00.00,"3,6",1267.0,-200.0,"14,1",1118.0,473.0,592.0,166.0,1503.0,1310.0,"21,5","42,7","1,0837"
13/11/2004,14.00.00,"3,3",1234.0,-200.0,"12,1",1053.0,364.0,639.0,133.0,1476.0,1114.0,"21,5","43,1","1,0919"
13/11/2004,15.00.00,"2,1",1101.0,-200.0,"9,2",947.0,270.0,699.0,118.0,1374.0,1029.0,"21,5","43,4","1,0965"
13/11/2004,16.00.00,"2,3",1149.0,-200.0,"10,6",998.0,368.0,664.0,133.0,1434.0,1101.0,"20,8","45,5","1,1054"
13/11/2004,17.00.00,"2,1",1094.0,-200.0,"9,0",941.0,318.0,695.0,128.0,1371.0,1040.0,"19,2","49,6","1,0893"
13/11/2004,18.00.00,"1,9",1056.0,-200.0,"7,5",878.0,244.0,758.0,116.0,1308.0,856.0,"18,3","51,6","1,0732"
13/11/2004,19.00.00,"1,9",1030.0,-200.0,"8,0",899.0,234.0,767.0,118.0,1275.0,836.0,"17,7","51,5","1,0357"
13/11/2004,20.00.00,"2,3",1075.0,-200.0,"9,1",943.0,296.0,752.0,142.0,1305.0,894.0,"17,2","51,5","1,0015"
13/11/2004,21.00.00,"1,7",927.0,-200.0,"4,7",748.0,205.0,888.0,113.0,1157.0,696.0,"15,9","54,9","0,9853"
13/11/2004,22.00.00,"0,8",793.0,-200.0,"1,8",570.0,95.0,1143.0,59.0,1036.0,524.0,"14,0","55,2","0,8807"
13/11/2004,23.00.00,"0,8",796.0,-200.0,"2,1",589.0,93.0,1136.0,52.0,1026.0,506.0,"13,3","53,0","0,8044"
14/11/2004,00.00.00,"0,8",780.0,-200.0,"1,8",568.0,100.0,1190.0,57.0,997.0,453.0,"11,9","55,5","0,7711"
14/11/2004,01.00.00,"0,8",774.0,-200.0,"1,8",569.0,100.0,1222.0,58.0,984.0,434.0,"11,4","54,6","0,7363"
14/11/2004,02.00.00,"0,6",718.0,-200.0,"1,0",500.0,63.0,1401.0,44.0,914.0,373.0,"10,4","53,7","0,6749"
14/11/2004,03.00.00,"0,4",705.0,-200.0,"0,8",478.0,-200.0,1546.0,-200.0,885.0,330.0,"9,9","54,3","0,6609"
14/11/2004,04.00.00,"0,3",689.0,-200.0,"0,7",470.0,36.0,1643.0,26.0,863.0,305.0,"9,8","51,3","0,6225"
14/11/2004,05.00.00,"0,3",678.0,-200.0,"0,4",427.0,24.0,1771.0,20.0,853.0,286.0,"9,5","52,2","0,6198"
14/11/2004,06.00.00,"0,2",655.0,-200.0,"0,2",402.0,20.0,2077.0,17.0,814.0,268.0,"10,0","45,7","0,5598"
14/11/2004,07.00.00,"0,2",649.0,-200.0,"0,2",397.0,25.0,2062.0,21.0,798.0,261.0,"10,2","41,9","0,5209"
14/11/2004,08.00.00,"0,3",647.0,-200.0,"0,3",412.0,39.0,1964.0,29.0,779.0,274.0,"10,6","36,1","0,4624"
14/11/2004,09.00.00,"0,3",667.0,-200.0,"0,4",429.0,57.0,1793.0,39.0,790.0,291.0,"10,7","36,0","0,4623"
14/11/2004,10.00.00,"0,4",669.0,-200.0,"0,5",444.0,59.0,1664.0,41.0,791.0,304.0,"10,8","35,4","0,4583"
14/11/2004,11.00.00,"0,4",667.0,-200.0,"0,6",455.0,65.0,1716.0,44.0,786.0,301.0,"11,4","32,9","0,4435"
14/11/2004,12.00.00,"0,6",705.0,-200.0,"1,1",508.0,93.0,1494.0,54.0,820.0,329.0,"12,4","32,0","0,4583"
14/11/2004,13.00.00,"0,6",710.0,-200.0,"1,2",523.0,112.0,1479.0,62.0,827.0,350.0,"12,4","31,3","0,4500"
14/11/2004,14.00.00,"0,6",713.0,-200.0,"1,4",539.0,110.0,1593.0,62.0,829.0,380.0,"12,2","31,8","0,4514"
14/11/2004,15.00.00,"0,5",703.0,-200.0,"1,1",512.0,81.0,2121.0,48.0,837.0,356.0,"10,5","37,9","0,4821"
14/11/2004,16.00.00,"0,6",738.0,-200.0,"1,3",529.0,100.0,1991.0,59.0,876.0,383.0,"9,6","44,2","0,5289"
14/11/2004,17.00.00,"0,7",795.0,-200.0,"1,8",569.0,109.0,1773.0,63.0,959.0,429.0,"8,2","57,9","0,6293"
14/11/2004,18.00.00,"1,4",861.0,-200.0,"4,7",750.0,148.0,1481.0,78.0,1051.0,556.0,"7,3","63,5","0,6519"
14/11/2004,19.00.00,"1,2",836.0,-200.0,"3,0",653.0,207.0,1798.0,99.0,978.0,537.0,"8,4","55,7","0,6155"
14/11/2004,20.00.00,"1,1",812.0,-200.0,"3,0",652.0,210.0,1586.0,106.0,964.0,554.0,"9,1","49,6","0,5765"
14/11/2004,21.00.00,1,771.0,-200.0,"2,8",642.0,180.0,1678.0,97.0,915.0,518.0,"10,0","41,4","0,5102"
14/11/2004,22.00.00,"0,6",711.0,-200.0,"1,6",556.0,109.0,1938.0,67.0,840.0,416.0,"10,4","36,2","0,4561"
14/11/2004,23.00.00,"0,8",741.0,-200.0,"2,3",607.0,128.0,1312.0,73.0,865.0,433.0,"11,3","32,3","0,4329"
15/11/2004,00.00.00,"0,6",696.0,-200.0,"1,3",532.0,96.0,1416.0,62.0,814.0,393.0,"10,9","33,5","0,4378"
15/11/2004,01.00.00,"0,5",692.0,-200.0,"1,1",507.0,65.0,1483.0,44.0,811.0,353.0,"10,6","34,9","0,4455"
